restaurant_id,name,cuisine_type,rating,price_range,location,average_cost,reviews_count,dietary_options,specialties,opening_hours
r7579,Provence,FRENCH,8.9,Low,Harbor,21.35,768,"Organic, Vegetarian","Cr̻pes, Coq au Vin, Escargot",10 AM - 11 PM
r7580,France 80,FRENCH,9.3,Medium,Entertainment District,33.58,785,"Organic, Vegetarian","Escargot, Coq au Vin, Beef Bourguignon",10 AM - 11 PM
r7581,Parisian 81,FRENCH,9.5,Medium,Uptown,38.58,197,Organic,"Beef Bourguignon, Coq au Vin, Cr̻pes",9 AM - 10 PM
r7582,Louis,FRENCH,9.1,Very High,Beach Area,169.41,618,"Organic, Kosher, Low-Carb","Escargot, Beef Bourguignon, Coq au Vin",11 AM - 10 PM
r7583,Parisian 83,FRENCH,9.0,Very High,Harbor,188.14,259,"Gluten-free, Low-Carb","Escargot, Beef Bourguignon, Coq au Vin",12 AM - 10 PM
r7584,Le Fran̤ais 84,FRENCH,9.5,Medium,Financial District,47.11,874,"Organic, Vegetarian","Beef Bourguignon, Cr̻pes, Coq au Vin",10 AM - 10 PM
r7585,French Bistro,FRENCH,8.7,Very High,Chinatown,142.19,600,"Halal, Kosher","Beef Bourguignon, Cr̻pes, Coq au Vin",10 AM - 10 PM
r7586,Louis 86,FRENCH,9.9,Medium,Entertainment District,59.02,917,"Halal, Kosher","Coq au Vin, Cr̻pes, Escargot",10 AM - 11 PM
r7587,Louis 87,FRENCH,9.8,Low,Arts District,28.76,647,"Halal, Kosher","Coq au Vin, Escargot, Cr̻pes",12 AM - 10 PM
r7588,France 88,FRENCH,9.1,Medium,Entertainment District,45.84,786,"Halal, Kosher","Coq au Vin, Escargot, Cr̻pes",10 AM - 11 PM
r7589,France 89,FRENCH,8.9,Medium,Suburban,31.81,604,Organic,"Coq au Vin, Cr̻pes, Escargot",9 AM - 10 PM
r7590,Monet 90,FRENCH,9.5,Very High,Downtown,192.44,652,Organic,"Coq au Vin, Escargot, Cr̻pes",10 AM - 11 PM
r7591,Provence,FRENCH,8.7,Very High,Riverside,173.33,796,Organic,"Escargot, Beef Bourguignon, Cr̻pes",12 AM - 10 PM
r7592,Le Fran̤ais 92,FRENCH,9.3,High,Entertainment District,72.67,122,"Halal, Gluten-free, Vegan, Kosher","Beef Bourguignon, Escargot, Cr̻pes",11 AM - 11 PM
r7593,Le Fran̤ais 93,FRENCH,8.7,Medium,Mountain View,35.21,560,"Halal, Kosher","Escargot, Beef Bourguignon, Coq au Vin",12 AM - 10 PM
r7594,Provence,FRENCH,9.9,Medium,Tech Park,35.94,371,"Organic, Kosher, Low-Carb","Coq au Vin, Beef Bourguignon, Escargot",9 AM - 11 PM
r7595,Parisian 95,FRENCH,8.8,High,Financial District,85.85,490,"Organic, Kosher, Low-Carb","Escargot, Beef Bourguignon, Coq au Vin",10 AM - 10 PM
r7596,Le Fran̤ais 96,FRENCH,9.9,High,City Center,70.34,937,"Gluten-free, Low-Carb","Cr̻pes, Beef Bourguignon, Escargot",9 AM - 10 PM
r7597,Provence,FRENCH,9.8,Low,Entertainment District,10.19,129,"Vegetarian, Vegan","Escargot, Cr̻pes, Coq au Vin",12 AM - 10 PM
r7598,Louis 98,FRENCH,9.2,High,Chinatown,95.46,751,"Halal, Kosher","Coq au Vin, Escargot, Cr̻pes",12 AM - 11 PM
r7599,Provence 99,FRENCH,9.8,Low,City Center,10.24,125,"Vegetarian, Vegan","Beef Bourguignon, Coq au Vin, Cr̻pes",11 AM - 11 PM
r7600,France 100,FRENCH,9.0,High,Beach Area,73.56,962,"Organic, Kosher, Low-Carb","Escargot, Cr̻pes, Beef Bourguignon",9 AM - 10 PM
r7601,Louis 101,FRENCH,8.6,High,Beach Area,95.54,363,"Vegetarian, Vegan","Beef Bourguignon, Cr̻pes, Coq au Vin",11 AM - 10 PM
r7602,Provence 102,FRENCH,9.7,Medium,Beach Area,37.18,654,"Vegetarian, Vegan","Cr̻pes, Beef Bourguignon, Coq au Vin",9 AM - 11 PM
r7603,French Bistro,FRENCH,9.8,High,University Area,99.7,273,"Organic, Vegetarian","Escargot, Coq au Vin, Beef Bourguignon",12 AM - 10 PM
r7604,Monet 104,FRENCH,9.8,Very High,Beach Area,131.06,863,"Halal, Gluten-free, Vegan, Kosher","Escargot, Coq au Vin, Beef Bourguignon",11 AM - 10 PM
r7605,France 105,FRENCH,9.4,Medium,Harbor,56.76,362,Organic,"Beef Bourguignon, Escargot, Cr̻pes",9 AM - 11 PM
r7606,Provence,FRENCH,9.0,High,Financial District,81.03,579,"Vegan, Gluten-free","Coq au Vin, Beef Bourguignon, Cr̻pes",9 AM - 11 PM
r7607,Provence 107,FRENCH,9.2,Very High,Suburban,116.55,307,"Gluten-free, Low-Carb","Cr̻pes, Beef Bourguignon, Coq au Vin",12 AM - 10 PM
r7608,Monet 108,FRENCH,9.8,Very High,Suburban,169.89,399,"Vegan, Gluten-free","Escargot, Beef Bourguignon, Coq au Vin",12 AM - 10 PM
r7609,French Bistro,FRENCH,9.9,High,Old Town,97.85,452,"Organic, Vegetarian","Coq au Vin, Escargot, Cr̻pes",11 AM - 11 PM
r7610,Parisian 110,FRENCH,9.7,Low,University Area,23.05,925,"Organic, Vegetarian","Coq au Vin, Beef Bourguignon, Escargot",10 AM - 10 PM
r7611,Provence 111,FRENCH,8.6,High,Financial District,78.23,328,"Halal, Gluten-free, Vegan, Kosher","Coq au Vin, Cr̻pes, Beef Bourguignon",10 AM - 10 PM
r7612,France 112,FRENCH,9.8,Very High,Suburban,103.76,578,Organic,"Cr̻pes, Beef Bourguignon, Escargot",11 AM - 10 PM
r7613,France 113,FRENCH,9.1,Very High,Mountain View,118.92,133,"Halal, Gluten-free, Vegan, Kosher","Coq au Vin, Cr̻pes, Beef Bourguignon",12 AM - 11 PM
r7614,Monet 114,FRENCH,9.8,Very High,Beach Area,192.16,193,Organic,"Escargot, Coq au Vin, Beef Bourguignon",12 AM - 11 PM
r7615,Louis,FRENCH,8.8,Medium,Harbor,50.39,130,"Gluten-free, Low-Carb","Cr̻pes, Coq au Vin, Escargot",11 AM - 10 PM
r7616,French Bistro 116,FRENCH,9.8,High,Uptown,96.36,82,Organic,"Coq au Vin, Beef Bourguignon, Cr̻pes",9 AM - 11 PM
r7617,France 117,FRENCH,9.0,Low,University Area,22.5,843,Organic,"Escargot, Cr̻pes, Coq au Vin",11 AM - 10 PM
r7618,French Bistro,FRENCH,9.0,High,Financial District,86.24,262,"Gluten-free, Low-Carb","Cr̻pes, Beef Bourguignon, Coq au Vin",12 AM - 11 PM
r7619,Parisian 119,FRENCH,10.0,High,University Area,93.69,920,"Halal, Kosher","Coq au Vin, Cr̻pes, Beef Bourguignon",12 AM - 11 PM
r7620,French Bistro 120,FRENCH,9.5,Low,Suburban,14.6,446,"Vegan, Gluten-free","Cr̻pes, Escargot, Beef Bourguignon",12 AM - 11 PM
r7621,Louis,FRENCH,8.6,Medium,Mountain View,40.51,122,"Gluten-free, Low-Carb","Cr̻pes, Escargot, Coq au Vin",12 AM - 11 PM
r7622,Monet 122,FRENCH,9.8,Low,Arts District,17.14,712,"Halal, Kosher","Cr̻pes, Coq au Vin, Escargot",9 AM - 11 PM
r7623,Monet 123,FRENCH,9.1,Low,Suburban,14.86,906,"Halal, Kosher","Escargot, Beef Bourguignon, Cr̻pes",12 AM - 10 PM
r7624,Parisian,FRENCH,9.4,High,Entertainment District,68.61,785,"Organic, Kosher, Low-Carb","Coq au Vin, Escargot, Beef Bourguignon",11 AM - 10 PM
r7625,Louis 125,FRENCH,9.0,Medium,Financial District,40.49,288,"Gluten-free, Low-Carb","Cr̻pes, Beef Bourguignon, Coq au Vin",12 AM - 10 PM
r7626,Le Fran̤ais 126,FRENCH,9.8,Medium,Old Town,54.98,102,"Vegan, Gluten-free","Coq au Vin, Cr̻pes, Beef Bourguignon",9 AM - 11 PM
r7627,Monet,FRENCH,8.9,Very High,Arts District,140.53,626,"Gluten-free, Low-Carb","Beef Bourguignon, Cr̻pes, Coq au Vin",12 AM - 11 PM
r7628,Provence 128,FRENCH,9.1,High,Mountain View,68.77,950,Organic,"Cr̻pes, Coq au Vin, Beef Bourguignon",11 AM - 11 PM
r7629,Le Fran̤ais 129,FRENCH,9.8,High,Riverside,71.78,356,"Organic, Vegetarian","Escargot, Cr̻pes, Coq au Vin",11 AM - 10 PM
r7630,Provence,FRENCH,9.1,Medium,Entertainment District,32.31,841,"Organic, Vegetarian","Coq au Vin, Escargot, Cr̻pes",12 AM - 11 PM
r7631,Louis 131,FRENCH,9.4,Very High,Uptown,133.77,193,"Vegan, Gluten-free","Beef Bourguignon, Escargot, Coq au Vin",11 AM - 11 PM
r7632,Le Fran̤ais 132,FRENCH,9.5,Low,Riverside,24.66,166,"Organic, Vegetarian","Coq au Vin, Cr̻pes, Escargot",11 AM - 10 PM
r7633,Monet,FRENCH,8.6,Low,Financial District,18.95,220,"Organic, Kosher, Low-Carb","Cr̻pes, Coq au Vin, Beef Bourguignon",9 AM - 10 PM
r7634,Le Fran̤ais 134,FRENCH,8.9,Low,City Center,29.76,283,"Gluten-free, Low-Carb","Cr̻pes, Coq au Vin, Escargot",9 AM - 10 PM
r7635,Louis 135,FRENCH,8.6,Low,Harbor,15.36,378,Organic,"Beef Bourguignon, Cr̻pes, Coq au Vin",9 AM - 11 PM
r7636,Parisian,FRENCH,8.8,Very High,Old Town,110.07,327,"Gluten-free, Low-Carb","Beef Bourguignon, Escargot, Coq au Vin",10 AM - 11 PM
r7637,Parisian 137,FRENCH,9.7,High,Uptown,64.62,423,"Halal, Gluten-free, Vegan, Kosher","Coq au Vin, Escargot, Cr̻pes",9 AM - 10 PM
r7638,Parisian 138,FRENCH,9.1,Low,Chinatown,14.1,997,"Gluten-free, Low-Carb","Cr̻pes, Coq au Vin, Beef Bourguignon",11 AM - 11 PM
r7639,Louis,FRENCH,8.7,High,Suburban,80.34,657,Organic,"Escargot, Coq au Vin, Cr̻pes",9 AM - 10 PM
r7640,Provence 140,FRENCH,8.6,Very High,University Area,127.59,390,"Halal, Kosher","Cr̻pes, Coq au Vin, Beef Bourguignon",11 AM - 10 PM
r7641,Provence 141,FRENCH,8.8,Medium,Uptown,31.96,628,"Gluten-free, Low-Carb","Beef Bourguignon, Coq au Vin, Cr̻pes",10 AM - 11 PM
r7642,French Bistro,FRENCH,9.8,Medium,Chinatown,50.16,526,"Organic, Kosher, Low-Carb","Escargot, Coq au Vin, Cr̻pes",11 AM - 11 PM
r7643,Provence 143,FRENCH,9.7,Very High,Beach Area,114.65,871,"Vegan, Gluten-free","Beef Bourguignon, Coq au Vin, Escargot",12 AM - 10 PM
r7644,Le Fran̤ais 144,FRENCH,9.5,Very High,Suburban,132.78,62,"Vegetarian, Vegan","Escargot, Beef Bourguignon, Cr̻pes",10 AM - 11 PM
r7645,Louis,FRENCH,8.5,Very High,Arts District,142.26,929,"Gluten-free, Low-Carb","Coq au Vin, Escargot, Beef Bourguignon",12 AM - 10 PM
r7646,Parisian 146,FRENCH,9.3,Low,Financial District,27.17,135,"Organic, Kosher, Low-Carb","Cr̻pes, Beef Bourguignon, Coq au Vin",10 AM - 10 PM
r7647,Louis 147,FRENCH,9.9,Very High,Beach Area,107.49,854,"Organic, Vegetarian","Coq au Vin, Escargot, Cr̻pes",10 AM - 10 PM
r7648,Louis,FRENCH,9.8,High,Tech Park,96.19,263,"Vegetarian, Vegan","Coq au Vin, Beef Bourguignon, Escargot",11 AM - 11 PM
r7649,French Bistro 149,FRENCH,9.3,Low,Tech Park,22.53,376,"Organic, Vegetarian","Beef Bourguignon, Escargot, Coq au Vin",12 AM - 10 PM
r7650,France 150,FRENCH,9.8,Medium,Old Town,47.23,647,"Halal, Gluten-free, Vegan, Kosher","Cr̻pes, Beef Bourguignon, Escargot",12 AM - 10 PM
r7651,Monet,FRENCH,8.9,High,City Center,71.84,649,"Halal, Kosher","Coq au Vin, Beef Bourguignon, Cr̻pes",9 AM - 10 PM
r7652,Monet 152,FRENCH,9.6,Very High,Uptown,159.37,542,"Gluten-free, Low-Carb","Coq au Vin, Beef Bourguignon, Cr̻pes",10 AM - 11 PM
r7653,Parisian 153,FRENCH,9.3,Low,Downtown,16.14,758,"Halal, Kosher","Coq au Vin, Beef Bourguignon, Cr̻pes",11 AM - 11 PM
r7654,Monet,FRENCH,10.0,Low,Harbor,12.85,135,Organic,"Escargot, Cr̻pes, Beef Bourguignon",11 AM - 10 PM
r7655,Le Fran̤ais 155,FRENCH,9.5,Low,Uptown,23.76,492,"Halal, Kosher","Coq au Vin, Cr̻pes, Escargot",10 AM - 10 PM
r7656,Louis 156,FRENCH,8.8,High,Uptown,83.37,561,"Organic, Kosher, Low-Carb","Beef Bourguignon, Escargot, Coq au Vin",9 AM - 10 PM
r7657,Louis,FRENCH,8.9,Low,Suburban,17.34,346,"Vegan, Gluten-free","Cr̻pes, Beef Bourguignon, Escargot",10 AM - 10 PM
r7658,France 158,FRENCH,9.4,Low,Chinatown,27.76,414,Organic,"Escargot, Cr̻pes, Coq au Vin",10 AM - 10 PM
r7659,Monet 159,FRENCH,9.8,Very High,Tech Park,147.73,725,"Organic, Kosher, Low-Carb","Coq au Vin, Beef Bourguignon, Cr̻pes",9 AM - 10 PM
r7660,Monet,FRENCH,8.7,Very High,Tech Park,136.74,548,"Vegan, Gluten-free","Coq au Vin, Cr̻pes, Escargot",11 AM - 11 PM
r7661,Louis 161,FRENCH,8.5,Low,Downtown,27.5,124,"Organic, Kosher, Low-Carb","Coq au Vin, Cr̻pes, Escargot",9 AM - 11 PM
r7662,Monet 162,FRENCH,9.1,Very High,Chinatown,104.97,70,"Halal, Kosher","Beef Bourguignon, Coq au Vin, Cr̻pes",10 AM - 11 PM
r7663,French Bistro,FRENCH,9.1,Low,Beach Area,25.6,610,Organic,"Escargot, Cr̻pes, Beef Bourguignon",10 AM - 10 PM
r7664,Le Fran̤ais 164,FRENCH,9.1,High,Harbor,87.43,835,"Halal, Gluten-free, Vegan, Kosher","Beef Bourguignon, Coq au Vin, Escargot",12 AM - 10 PM
r7665,Monet 165,FRENCH,9.3,Low,City Center,29.35,137,"Organic, Kosher, Low-Carb","Coq au Vin, Escargot, Beef Bourguignon",12 AM - 10 PM
r7666,Le Fran̤ais,FRENCH,9.7,Very High,Arts District,166.56,311,"Halal, Kosher","Escargot, Beef Bourguignon, Coq au Vin",9 AM - 11 PM
r7667,Provence 167,FRENCH,9.7,High,Mountain View,74.5,557,"Gluten-free, Low-Carb","Cr̻pes, Beef Bourguignon, Escargot",10 AM - 10 PM
r7668,Louis 168,FRENCH,8.9,Very High,University Area,155.89,121,"Gluten-free, Low-Carb","Escargot, Beef Bourguignon, Cr̻pes",12 AM - 10 PM
r7669,France 169,FRENCH,9.5,High,Tech Park,95.7,56,"Gluten-free, Low-Carb","Coq au Vin, Beef Bourguignon, Escargot",11 AM - 11 PM
r7670,Parisian 170,FRENCH,8.9,Very High,City Center,135.78,64,"Gluten-free, Low-Carb","Beef Bourguignon, Cr̻pes, Coq au Vin",11 AM - 10 PM
r7671,France 171,FRENCH,9.6,High,Financial District,66.66,523,"Organic, Kosher, Low-Carb","Coq au Vin, Beef Bourguignon, Escargot",11 AM - 10 PM
r7672,Louis,FRENCH,8.7,Medium,Harbor,41.37,251,"Vegetarian, Vegan","Coq au Vin, Beef Bourguignon, Cr̻pes",12 AM - 11 PM
r7673,Provence 173,FRENCH,8.7,Low,Beach Area,15.24,796,"Gluten-free, Low-Carb","Coq au Vin, Escargot, Cr̻pes",9 AM - 10 PM
r7674,Le Fran̤ais 174,FRENCH,9.4,High,University Area,67.54,451,"Organic, Kosher, Low-Carb","Coq au Vin, Beef Bourguignon, Escargot",11 AM - 11 PM
r7675,Parisian,FRENCH,9.3,Very High,Chinatown,173.4,378,"Gluten-free, Low-Carb","Beef Bourguignon, Escargot, Cr̻pes",10 AM - 11 PM
r7676,Parisian 176,FRENCH,8.6,Very High,Mountain View,105.49,132,"Organic, Vegetarian","Cr̻pes, Coq au Vin, Escargot",9 AM - 10 PM
r7677,Parisian 177,FRENCH,9.0,Low,Chinatown,24.81,839,"Halal, Kosher","Beef Bourguignon, Escargot, Coq au Vin",12 AM - 10 PM
r7678,Parisian,FRENCH,9.1,High,University Area,60.57,459,"Halal, Gluten-free, Vegan, Kosher","Coq au Vin, Cr̻pes, Beef Bourguignon",10 AM - 10 PM
r7679,Louis 179,FRENCH,9.6,High,Downtown,82.2,516,"Gluten-free, Low-Carb","Coq au Vin, Beef Bourguignon, Cr̻pes",12 AM - 11 PM
r7680,French Bistro 180,FRENCH,9.9,High,Chinatown,80.37,170,"Organic, Kosher, Low-Carb","Escargot, Beef Bourguignon, Cr̻pes",11 AM - 10 PM
r7681,Louis,FRENCH,9.7,Very High,Suburban,116.81,748,"Halal, Kosher","Coq au Vin, Escargot, Cr̻pes",12 AM - 10 PM
r7682,Le Fran̤ais 182,FRENCH,8.7,Medium,Financial District,32.35,433,"Vegetarian, Vegan","Escargot, Coq au Vin, Beef Bourguignon",9 AM - 10 PM
r7683,Parisian 183,FRENCH,8.9,Medium,Beach Area,46.77,174,"Organic, Kosher, Low-Carb","Escargot, Coq au Vin, Beef Bourguignon",9 AM - 11 PM
r7684,Louis,FRENCH,9.8,High,Tech Park,98.64,79,"Organic, Kosher, Low-Carb","Coq au Vin, Escargot, Cr̻pes",10 AM - 11 PM
r7685,Provence 185,FRENCH,9.2,Low,Beach Area,20.6,971,"Halal, Kosher","Escargot, Cr̻pes, Beef Bourguignon",9 AM - 11 PM
r7686,France 186,FRENCH,9.5,Low,Beach Area,29.96,251,"Organic, Kosher, Low-Carb","Escargot, Beef Bourguignon, Cr̻pes",10 AM - 10 PM
r7687,Le Fran̤ais,FRENCH,9.1,Medium,Tech Park,49.38,577,"Vegan, Gluten-free","Cr̻pes, Beef Bourguignon, Escargot",12 AM - 11 PM
r7688,Parisian 188,FRENCH,9.2,Very High,Downtown,175.32,360,"Organic, Kosher, Low-Carb","Cr̻pes, Beef Bourguignon, Escargot",10 AM - 10 PM
r7689,France 189,FRENCH,9.5,High,Suburban,60.88,182,"Vegan, Gluten-free","Coq au Vin, Cr̻pes, Beef Bourguignon",12 AM - 10 PM
r7690,French Bistro,FRENCH,9.9,Low,University Area,16.25,433,"Vegetarian, Vegan","Coq au Vin, Escargot, Cr̻pes",10 AM - 11 PM
r7691,Parisian 191,FRENCH,8.7,Very High,Entertainment District,184.82,236,"Vegetarian, Vegan","Cr̻pes, Coq au Vin, Escargot",10 AM - 11 PM
r7692,Parisian 192,FRENCH,9.9,Low,Chinatown,11.82,904,"Gluten-free, Low-Carb","Cr̻pes, Escargot, Beef Bourguignon",12 AM - 10 PM
r7693,Le Fran̤ais,FRENCH,9.7,Low,Mountain View,10.85,313,"Vegetarian, Vegan","Beef Bourguignon, Coq au Vin, Cr̻pes",10 AM - 11 PM
r7694,Louis 194,FRENCH,9.7,Low,Harbor,11.98,547,"Gluten-free, Low-Carb","Cr̻pes, Coq au Vin, Beef Bourguignon",11 AM - 11 PM
r7695,France 195,FRENCH,9.3,Very High,Chinatown,134.54,922,"Organic, Kosher, Low-Carb","Escargot, Beef Bourguignon, Coq au Vin",10 AM - 10 PM
r7696,Parisian,FRENCH,8.7,Medium,Entertainment District,41.19,824,"Organic, Vegetarian","Beef Bourguignon, Escargot, Coq au Vin",12 AM - 10 PM
r7697,Le Fran̤ais 197,FRENCH,9.7,Low,Arts District,18.79,987,"Vegan, Gluten-free","Cr̻pes, Beef Bourguignon, Escargot",10 AM - 11 PM
r7698,Provence 198,FRENCH,9.0,High,Old Town,81.71,814,"Halal, Kosher","Cr̻pes, Beef Bourguignon, Coq au Vin",10 AM - 11 PM
r7699,Monet,FRENCH,9.6,High,University Area,78.51,378,"Organic, Kosher, Low-Carb","Beef Bourguignon, Coq au Vin, Cr̻pes",12 AM - 11 PM
r7700,Parisian 200,FRENCH,10.0,Medium,Tech Park,38.97,509,"Organic, Kosher, Low-Carb","Beef Bourguignon, Coq au Vin, Escargot",11 AM - 10 PM
r7701,French Bistro 201,FRENCH,9.0,High,Arts District,74.67,327,"Organic, Kosher, Low-Carb","Cr̻pes, Escargot, Coq au Vin",12 AM - 11 PM
r7702,Le Fran̤ais,FRENCH,8.9,Medium,Uptown,34.66,375,"Gluten-free, Low-Carb","Beef Bourguignon, Coq au Vin, Escargot",12 AM - 10 PM
r7703,Provence 203,FRENCH,9.0,Medium,Tech Park,56.56,847,"Organic, Vegetarian","Escargot, Cr̻pes, Beef Bourguignon",11 AM - 11 PM
r7704,French Bistro 204,FRENCH,9.4,High,Financial District,79.47,907,"Gluten-free, Low-Carb","Beef Bourguignon, Cr̻pes, Coq au Vin",12 AM - 10 PM
r7705,Provence,FRENCH,9.8,Low,Downtown,20.42,441,"Halal, Gluten-free, Vegan, Kosher","Escargot, Coq au Vin, Cr̻pes",11 AM - 10 PM
r7706,Monet 206,FRENCH,9.9,High,Downtown,90.75,411,"Gluten-free, Low-Carb","Cr̻pes, Beef Bourguignon, Escargot",12 AM - 11 PM
r7707,Louis 207,FRENCH,8.9,Very High,Suburban,130.11,642,"Halal, Kosher","Escargot, Coq au Vin, Beef Bourguignon",11 AM - 10 PM
r7708,French Bistro,FRENCH,9.6,Low,Harbor,27.76,731,"Organic, Kosher, Low-Carb","Cr̻pes, Escargot, Coq au Vin",10 AM - 11 PM
r7709,Monet 209,FRENCH,9.9,High,Entertainment District,85.67,660,"Halal, Kosher","Beef Bourguignon, Coq au Vin, Escargot",11 AM - 10 PM
r7710,Louis 210,FRENCH,8.5,High,Arts District,81.36,360,"Organic, Kosher, Low-Carb","Coq au Vin, Escargot, Cr̻pes",10 AM - 10 PM
r7711,Provence,FRENCH,9.2,Very High,Tech Park,128.03,440,"Vegetarian, Vegan","Beef Bourguignon, Coq au Vin, Escargot",12 AM - 10 PM
r7712,France 212,FRENCH,9.6,Very High,Beach Area,171.81,217,Organic,"Beef Bourguignon, Coq au Vin, Cr̻pes",11 AM - 11 PM
r7713,Provence 213,FRENCH,9.7,Very High,Harbor,140.83,602,Organic,"Coq au Vin, Escargot, Cr̻pes",12 AM - 10 PM
r7714,Parisian,FRENCH,9.5,Medium,Financial District,42.25,710,"Organic, Kosher, Low-Carb","Escargot, Cr̻pes, Coq au Vin",10 AM - 10 PM
r7715,Louis 215,FRENCH,9.6,Low,Mountain View,14.87,89,"Gluten-free, Low-Carb","Coq au Vin, Cr̻pes, Escargot",10 AM - 11 PM
r7716,French Bistro 216,FRENCH,8.9,Low,Suburban,11.17,928,"Vegetarian, Vegan","Coq au Vin, Cr̻pes, Escargot",12 AM - 10 PM
r7717,Monet,FRENCH,9.0,High,Downtown,93.55,288,"Gluten-free, Low-Carb","Beef Bourguignon, Escargot, Coq au Vin",11 AM - 11 PM
r7718,Parisian 218,FRENCH,9.6,Very High,Harbor,182.13,143,"Gluten-free, Low-Carb","Coq au Vin, Beef Bourguignon, Escargot",12 AM - 10 PM
r7719,Provence 219,FRENCH,9.1,Medium,Arts District,48.07,246,"Halal, Kosher","Beef Bourguignon, Escargot, Coq au Vin",9 AM - 10 PM
r7720,Parisian,FRENCH,9.7,Low,Riverside,26.78,779,"Organic, Kosher, Low-Carb","Cr̻pes, Beef Bourguignon, Escargot",12 AM - 10 PM
r7721,Monet 221,FRENCH,8.9,Medium,Entertainment District,37.56,450,"Vegetarian, Vegan","Coq au Vin, Beef Bourguignon, Escargot",9 AM - 10 PM
r7722,France 222,FRENCH,8.8,Low,City Center,17.54,434,"Organic, Kosher, Low-Carb","Coq au Vin, Beef Bourguignon, Escargot",11 AM - 11 PM
r7723,Provence,FRENCH,8.9,Low,Tech Park,18.5,751,"Halal, Kosher","Coq au Vin, Escargot, Cr̻pes",9 AM - 10 PM
r7724,Parisian 224,FRENCH,8.9,High,Beach Area,70.56,273,"Organic, Vegetarian","Cr̻pes, Escargot, Coq au Vin",11 AM - 11 PM
r7725,Provence 225,FRENCH,9.5,Low,Beach Area,23.07,59,"Organic, Vegetarian","Beef Bourguignon, Escargot, Cr̻pes",10 AM - 11 PM
r7726,Le Fran̤ais,FRENCH,8.9,High,Tech Park,82.37,550,"Halal, Gluten-free, Vegan, Kosher","Coq au Vin, Escargot, Beef Bourguignon",11 AM - 10 PM
r7727,Provence 227,FRENCH,8.9,Very High,Financial District,199.91,953,"Halal, Gluten-free, Vegan, Kosher","Beef Bourguignon, Cr̻pes, Escargot",9 AM - 11 PM
r7728,France 228,FRENCH,8.7,Medium,Chinatown,32.97,355,"Vegan, Gluten-free","Cr̻pes, Beef Bourguignon, Escargot",11 AM - 11 PM
r7729,Parisian,FRENCH,9.4,Medium,Riverside,45.75,88,"Halal, Kosher","Coq au Vin, Beef Bourguignon, Cr̻pes",12 AM - 10 PM
r7730,Le Fran̤ais 230,FRENCH,9.7,Very High,Chinatown,150.18,374,"Vegan, Gluten-free","Escargot, Cr̻pes, Beef Bourguignon",12 AM - 10 PM
r7731,Monet 231,FRENCH,9.5,Medium,Financial District,34.69,308,"Organic, Kosher, Low-Carb","Coq au Vin, Cr̻pes, Escargot",12 AM - 10 PM
r7732,France 232,FRENCH,8.8,Very High,Entertainment District,185.07,920,"Organic, Vegetarian","Cr̻pes, Beef Bourguignon, Escargot",9 AM - 11 PM
r7733,Louis 233,FRENCH,9.6,Very High,Suburban,146.27,652,"Organic, Kosher, Low-Carb","Escargot, Beef Bourguignon, Cr̻pes",9 AM - 10 PM
r7734,France 234,FRENCH,8.9,Low,Harbor,17.04,740,Organic,"Escargot, Cr̻pes, Beef Bourguignon",9 AM - 11 PM
r7735,Louis,FRENCH,9.6,High,Mountain View,88.59,87,"Organic, Kosher, Low-Carb","Cr̻pes, Coq au Vin, Escargot",12 AM - 10 PM
r7736,Monet 236,FRENCH,9.0,High,University Area,61.41,799,"Vegan, Gluten-free","Cr̻pes, Coq au Vin, Beef Bourguignon",12 AM - 10 PM
r7737,Monet 237,FRENCH,9.0,Medium,University Area,42.32,637,"Organic, Kosher, Low-Carb","Beef Bourguignon, Coq au Vin, Cr̻pes",9 AM - 11 PM
r7738,French Bistro,FRENCH,9.4,Low,Suburban,26.89,599,"Gluten-free, Low-Carb","Cr̻pes, Escargot, Beef Bourguignon",12 AM - 11 PM
r7739,Parisian 239,FRENCH,9.9,High,Riverside,94.86,895,"Organic, Kosher, Low-Carb","Escargot, Coq au Vin, Cr̻pes",11 AM - 10 PM
r7740,Louis 240,FRENCH,9.7,Very High,Beach Area,104.61,433,"Halal, Gluten-free, Vegan, Kosher","Cr̻pes, Beef Bourguignon, Coq au Vin",10 AM - 11 PM
r7741,French Bistro,FRENCH,9.5,High,Arts District,70.48,778,"Organic, Kosher, Low-Carb","Beef Bourguignon, Escargot, Cr̻pes",11 AM - 10 PM
r7742,Parisian 242,FRENCH,8.8,Low,Beach Area,21.69,697,"Vegan, Gluten-free","Escargot, Coq au Vin, Beef Bourguignon",11 AM - 10 PM
r7743,Parisian 243,FRENCH,8.8,Low,Uptown,28.23,648,"Halal, Kosher","Beef Bourguignon, Cr̻pes, Coq au Vin",11 AM - 10 PM
r7744,French Bistro,FRENCH,9.4,Medium,City Center,56.95,66,"Halal, Gluten-free, Vegan, Kosher","Beef Bourguignon, Coq au Vin, Cr̻pes",11 AM - 11 PM
r7745,French Bistro 245,FRENCH,9.2,Low,Beach Area,13.89,550,"Vegan, Gluten-free","Beef Bourguignon, Cr̻pes, Escargot",10 AM - 10 PM
r7746,Monet 246,FRENCH,8.5,High,University Area,78.98,872,"Halal, Kosher","Beef Bourguignon, Cr̻pes, Escargot",10 AM - 10 PM
